make,model,variant,year,odometer_km,segment,service_history,panel_paint_condition,mechanical_faults,tyre_condition,keys_count,rego_status,guide_trade_low,guide_trade_high,comps_json,purchase_price_aud,actual_recon_aud,resale_price_aud,purchased_at
Volkswagen,Tiguan,162TSI R-Line,2022,92477,suv,none,fair,none,good,1,current,20650.0,23290.0,"[{""sold_at"": ""2026-02-05"", ""price_aud"": 22230.0, ""odometer_km"": 71913, ""match_quality"": 0.79}, {""sold_at"": ""2026-02-28"", ""price_aud"": 20030.0, ""odometer_km"": 84511, ""match_quality"": 0.78}, {""sold_at"": ""2026-02-17"", ""price_aud"": 21790.0, ""odometer_km"": 75216, ""match_quality"": 0.81}, {""sold_at"": ""2026-04-08"", ""price_aud"": 23230.0, ""odometer_km"": 75013, ""match_quality"": 0.86}, {""sold_at"": ""2026-01-18"", ""price_aud"": 21660.0, ""odometer_km"": 113027, ""match_quality"": 0.77}, {""sold_at"": ""2025-12-15"", ""price_aud"": 23930.0, ""odometer_km"": 77143, ""match_quality"": 0.83}]",15960.0,2463.0,,2026-05-12
Volkswagen,Tiguan,162TSI R-Line,2021,61151,suv,partial,good,none,good,1,current,19590.0,22090.0,"[{""sold_at"": ""2025-03-17"", ""price_aud"": 19110.0, ""odometer_km"": 70999, ""match_quality"": 0.81}, {""sold_at"": ""2025-03-12"", ""price_aud"": 19470.0, ""odometer_km"": 51007, ""match_quality"": 0.69}, {""sold_at"": ""2025-01-06"", ""price_aud"": 22130.0, ""odometer_km"": 56236, ""match_quality"": 0.86}, {""sold_at"": ""2024-12-02"", ""price_aud"": 19720.0, ""odometer_km"": 58539, ""match_quality"": 0.9}, {""sold_at"": ""2025-04-21"", ""price_aud"": 21980.0, ""odometer_km"": 68785, ""match_quality"": 0.69}]",16910.0,1401.0,24280.0,2025-04-28
Ford,Ranger,Wildtrak,2024,32357,ute,none,fair,none,new,1,current,33700.0,38000.0,"[{""sold_at"": ""2025-07-24"", ""price_aud"": 35870.0, ""odometer_km"": 28931, ""match_quality"": 0.72}, {""sold_at"": ""2025-04-12"", ""price_aud"": 37730.0, ""odometer_km"": 28897, ""match_quality"": 0.64}, {""sold_at"": ""2025-05-25"", ""price_aud"": 33090.0, ""odometer_km"": 32422, ""match_quality"": 0.71}, {""sold_at"": ""2025-08-16"", ""price_aud"": 32660.0, ""odometer_km"": 40156, ""match_quality"": 0.74}, {""sold_at"": ""2025-05-27"", ""price_aud"": 34020.0, ""odometer_km"": 28807, ""match_quality"": 0.91}]",25820.0,2474.0,39960.0,2025-08-29
Toyota,Landcruiser Prado,GX,2024,30066,suv,partial,good,WL:check engine light,good,2,current,41980.0,47340.0,"[{""sold_at"": ""2025-11-08"", ""price_aud"": 47820.0, ""odometer_km"": 26172, ""match_quality"": 1.0}, {""sold_at"": ""2026-01-07"", ""price_aud"": 48060.0, ""odometer_km"": 26385, ""match_quality"": 0.78}, {""sold_at"": ""2025-10-16"", ""price_aud"": 47180.0, ""odometer_km"": 33159, ""match_quality"": 0.88}]",30740.0,2261.0,48070.0,2026-01-16
Mazda,CX-5,Maxx Sport,2024,34305,suv,full,good,none,new,1,unregistered,24340.0,27440.0,"[{""sold_at"": ""2025-06-15"", ""price_aud"": 27860.0, ""odometer_km"": 31593, ""match_quality"": 0.89}, {""sold_at"": ""2025-09-25"", ""price_aud"": 25720.0, ""odometer_km"": 39983, ""match_quality"": 0.84}, {""sold_at"": ""2025-09-13"", ""price_aud"": 28200.0, ""odometer_km"": 39471, ""match_quality"": 0.88}]",18400.0,1766.0,29700.0,2025-10-03
Mazda,3,G20 Evolve,2025,11236,small,full,poor,none,good,2,current,21700.0,24480.0,"[{""sold_at"": ""2026-02-05"", ""price_aud"": 24750.0, ""odometer_km"": 13400, ""match_quality"": 0.93}, {""sold_at"": ""2025-11-29"", ""price_aud"": 23280.0, ""odometer_km"": 13910, ""match_quality"": 0.81}, {""sold_at"": ""2025-12-17"", ""price_aud"": 22560.0, ""odometer_km"": 11490, ""match_quality"": 0.67}]",17280.0,1938.0,26830.0,2026-03-05
Nissan,Navara,ST-X,2019,39688,ute,partial,good,none,good,2,current,17340.0,19560.0,"[{""sold_at"": ""2024-11-12"", ""price_aud"": 17270.0, ""odometer_km"": 31211, ""match_quality"": 0.7}, {""sold_at"": ""2024-11-26"", ""price_aud"": 17960.0, ""odometer_km"": 48691, ""match_quality"": 0.66}, {""sold_at"": ""2025-02-22"", ""price_aud"": 19290.0, ""odometer_km"": 45795, ""match_quality"": 0.8}, {""sold_at"": ""2024-12-26"", ""price_aud"": 18630.0, ""odometer_km"": 36757, ""match_quality"": 0.62}, {""sold_at"": ""2025-02-18"", ""price_aud"": 17280.0, ""odometer_km"": 38792, ""match_quality"": 0.8}]",12990.0,2270.0,20330.0,2025-03-25
Mitsubishi,Outlander,ES,2024,38129,suv,full,poor,WL:abs; rear brakes,good,1,current,23040.0,25980.0,"[{""sold_at"": ""2025-12-12"", ""price_aud"": 25670.0, ""odometer_km"": 41592, ""match_quality"": 0.8}, {""sold_at"": ""2025-11-26"", ""price_aud"": 22230.0, ""odometer_km"": 42033, ""match_quality"": 0.92}, {""sold_at"": ""2025-09-13"", ""price_aud"": 26690.0, ""odometer_km"": 33664, ""match_quality"": 0.62}, {""sold_at"": ""2025-08-07"", ""price_aud"": 22250.0, ""odometer_km"": 32833, ""match_quality"": 0.89}, {""sold_at"": ""2025-08-07"", ""price_aud"": 22640.0, ""odometer_km"": 39580, ""match_quality"": 0.67}]",18020.0,3262.0,26790.0,2025-12-24
Mercedes-Benz,C-Class,C43,2016,72330,prestige,full,good,none,worn,2,current,19790.0,22310.0,"[{""sold_at"": ""2025-06-15"", ""price_aud"": 21300.0, ""odometer_km"": 60403, ""match_quality"": 0.6}, {""sold_at"": ""2025-04-26"", ""price_aud"": 21270.0, ""odometer_km"": 86910, ""match_quality"": 0.83}, {""sold_at"": ""2025-04-22"", ""price_aud"": 22550.0, ""odometer_km"": 67460, ""match_quality"": 0.91}, {""sold_at"": ""2025-05-12"", ""price_aud"": 21050.0, ""odometer_km"": 71321, ""match_quality"": 0.74}, {""sold_at"": ""2025-05-17"", ""price_aud"": 19360.0, ""odometer_km"": 56983, ""match_quality"": 0.92}]",14340.0,2756.0,24940.0,2025-09-03
Audi,A4,45 TFSI,2024,24401,prestige,partial,excellent,none,replace,2,current,41050.0,46290.0,"[{""sold_at"": ""2025-07-17"", ""price_aud"": 42170.0, ""odometer_km"": 20491, ""match_quality"": 0.76}, {""sold_at"": ""2025-07-03"", ""price_aud"": 45670.0, ""odometer_km"": 23417, ""match_quality"": 0.88}, {""sold_at"": ""2025-06-25"", ""price_aud"": 39530.0, ""odometer_km"": 27441, ""match_quality"": 0.99}]",36580.0,2719.0,46450.0,2025-08-17
Mitsubishi,Triton,GLX+,2024,27157,ute,partial,fair,none,new,2,current,28070.0,31650.0,"[{""sold_at"": ""2025-09-08"", ""price_aud"": 30630.0, ""odometer_km"": 27005, ""match_quality"": 0.73}, {""sold_at"": ""2025-11-03"", ""price_aud"": 29380.0, ""odometer_km"": 25543, ""match_quality"": 0.75}, {""sold_at"": ""2025-11-30"", ""price_aud"": 32380.0, ""odometer_km"": 29605, ""match_quality"": 0.81}, {""sold_at"": ""2025-08-02"", ""price_aud"": 31000.0, ""odometer_km"": 23028, ""match_quality"": 0.74}]",26530.0,1290.0,33000.0,2025-12-27
Nissan,X-Trail,Ti,2024,27336,suv,full,good,WL:abs; rear brakes,replace,2,current,23390.0,26370.0,"[{""sold_at"": ""2025-06-03"", ""price_aud"": 23940.0, ""odometer_km"": 32163, ""match_quality"": 0.83}, {""sold_at"": ""2025-05-11"", ""price_aud"": 26410.0, ""odometer_km"": 25440, ""match_quality"": 0.63}, {""sold_at"": ""2025-03-31"", ""price_aud"": 22750.0, ""odometer_km"": 27036, ""match_quality"": 0.7}, {""sold_at"": ""2025-06-17"", ""price_aud"": 25050.0, ""odometer_km"": 23215, ""match_quality"": 0.99}]",16080.0,4230.0,27860.0,2025-06-22
Honda,CR-V,Vi,2025,20625,suv,full,good,none,good,2,current,27290.0,30770.0,"[{""sold_at"": ""2026-01-26"", ""price_aud"": 28990.0, ""odometer_km"": 25001, ""match_quality"": 0.87}, {""sold_at"": ""2025-11-08"", ""price_aud"": 27030.0, ""odometer_km"": 21451, ""match_quality"": 0.98}, {""sold_at"": ""2026-01-01"", ""price_aud"": 29110.0, ""odometer_km"": 23113, ""match_quality"": 0.82}]",23640.0,571.0,32530.0,2026-02-21
Tesla,Model 3,Long Range,2021,57052,prestige,none,poor,WL:check engine light,good,2,current,27200.0,30680.0,"[{""sold_at"": ""2025-08-20"", ""price_aud"": 31120.0, ""odometer_km"": 56071, ""match_quality"": 0.92}, {""sold_at"": ""2025-08-03"", ""price_aud"": 26710.0, ""odometer_km"": 62012, ""match_quality"": 0.62}, {""sold_at"": ""2025-09-24"", ""price_aud"": 28930.0, ""odometer_km"": 56674, ""match_quality"": 0.85}, {""sold_at"": ""2025-08-15"", ""price_aud"": 31420.0, ""odometer_km"": 44303, ""match_quality"": 0.67}]",22660.0,4721.0,31150.0,2025-10-16
Audi,A4,45 TFSI,2025,13173,prestige,full,good,none,good,2,current,45950.0,51810.0,"[{""sold_at"": ""2025-08-02"", ""price_aud"": 47160.0, ""odometer_km"": 12865, ""match_quality"": 0.95}, {""sold_at"": ""2025-07-07"", ""price_aud"": 44900.0, ""odometer_km"": 9977, ""match_quality"": 0.61}, {""sold_at"": ""2025-07-22"", ""price_aud"": 45830.0, ""odometer_km"": 13976, ""match_quality"": 0.76}, {""sold_at"": ""2025-07-20"", ""price_aud"": 46560.0, ""odometer_km"": 12753, ""match_quality"": 0.92}, {""sold_at"": ""2025-04-22"", ""price_aud"": 46110.0, ""odometer_km"": 13517, ""match_quality"": 0.88}]",43110.0,323.0,58880.0,2025-08-22
Tesla,Model 3,RWD,2024,25055,prestige,none,excellent,none,good,1,current,38090.0,42950.0,"[{""sold_at"": ""2025-09-04"", ""price_aud"": 37830.0, ""odometer_km"": 30725, ""match_quality"": 0.86}, {""sold_at"": ""2025-09-22"", ""price_aud"": 36990.0, ""odometer_km"": 29466, ""match_quality"": 0.6}, {""sold_at"": ""2025-12-12"", ""price_aud"": 38300.0, ""odometer_km"": 25453, ""match_quality"": 0.8}]",33880.0,888.0,,2026-01-22
Mitsubishi,Triton,GLX,2021,68698,ute,partial,good,aircon weak,worn,2,current,19850.0,22390.0,"[{""sold_at"": ""2025-10-29"", ""price_aud"": 22190.0, ""odometer_km"": 78156, ""match_quality"": 0.7}, {""sold_at"": ""2025-11-21"", ""price_aud"": 20050.0, ""odometer_km"": 57437, ""match_quality"": 0.91}, {""sold_at"": ""2025-11-05"", ""price_aud"": 19320.0, ""odometer_km"": 69680, ""match_quality"": 0.67}]",14140.0,1976.0,25760.0,2026-02-26
Subaru,Forester,2.5i,2024,19908,suv,full,good,none,good,2,current,24150.0,27230.0,"[{""sold_at"": ""2025-02-24"", ""price_aud"": 27510.0, ""odometer_km"": 23973, ""match_quality"": 0.79}, {""sold_at"": ""2025-02-14"", ""price_aud"": 25710.0, ""odometer_km"": 21031, ""match_quality"": 0.64}, {""sold_at"": ""2025-04-21"", ""price_aud"": 27590.0, ""odometer_km"": 15564, ""match_quality"": 0.85}, {""sold_at"": ""2025-01-20"", ""price_aud"": 26420.0, ""odometer_km"": 18636, ""match_quality"": 0.83}]",21540.0,664.0,,2025-05-12
Audi,A4,45 TFSI,2023,67311,prestige,full,good,WL:check engine light,good,2,current,35110.0,39590.0,"[{""sold_at"": ""2025-09-16"", ""price_aud"": 34510.0, ""odometer_km"": 61059, ""match_quality"": 0.99}, {""sold_at"": ""2025-10-14"", ""price_aud"": 37500.0, ""odometer_km"": 68432, ""match_quality"": 0.89}, {""sold_at"": ""2025-07-19"", ""price_aud"": 40040.0, ""odometer_km"": 67252, ""match_quality"": 0.83}, {""sold_at"": ""2025-09-04"", ""price_aud"": 40940.0, ""odometer_km"": 76467, ""match_quality"": 0.82}, {""sold_at"": ""2025-07-22"", ""price_aud"": 35430.0, ""odometer_km"": 82529, ""match_quality"": 0.62}]",32440.0,1331.0,,2025-11-30
Nissan,X-Trail,ST-L,2020,89842,suv,full,good,none,replace,2,current,14640.0,16500.0,"[{""sold_at"": ""2026-01-13"", ""price_aud"": 14510.0, ""odometer_km"": 85597, ""match_quality"": 0.94}, {""sold_at"": ""2026-01-19"", ""price_aud"": 14560.0, ""odometer_km"": 104532, ""match_quality"": 0.66}, {""sold_at"": ""2025-12-25"", ""price_aud"": 15770.0, ""odometer_km"": 74611, ""match_quality"": 0.98}, {""sold_at"": ""2025-12-16"", ""price_aud"": 16920.0, ""odometer_km"": 93155, ""match_quality"": 0.71}, {""sold_at"": ""2026-01-17"", ""price_aud"": 14530.0, ""odometer_km"": 106457, ""match_quality"": 0.61}]",11170.0,672.0,18600.0,2026-03-12
Ford,Focus,ST-Line,2017,49567,small,full,good,WL:check engine light,worn,2,unregistered,8120.0,9160.0,"[{""sold_at"": ""2024-11-20"", ""price_aud"": 8870.0, ""odometer_km"": 47510, ""match_quality"": 0.93}, {""sold_at"": ""2025-03-15"", ""price_aud"": 7790.0, ""odometer_km"": 56207, ""match_quality"": 0.61}, {""sold_at"": ""2025-01-23"", ""price_aud"": 8410.0, ""odometer_km"": 59835, ""match_quality"": 0.62}]",3740.0,2590.0,10200.0,2025-03-24
Mazda,3,G25 GT,2024,39231,small,partial,good,WL:check engine light,good,1,current,18980.0,21400.0,"[{""sold_at"": ""2025-05-26"", ""price_aud"": 18220.0, ""odometer_km"": 35696, ""match_quality"": 0.96}, {""sold_at"": ""2025-03-13"", ""price_aud"": 19570.0, ""odometer_km"": 48690, ""match_quality"": 0.66}, {""sold_at"": ""2025-05-12"", ""price_aud"": 18610.0, ""odometer_km"": 48781, ""match_quality"": 0.86}, {""sold_at"": ""2025-03-21"", ""price_aud"": 21510.0, ""odometer_km"": 48912, ""match_quality"": 0.67}, {""sold_at"": ""2025-05-26"", ""price_aud"": 19730.0, ""odometer_km"": 48618, ""match_quality"": 0.78}, {""sold_at"": ""2025-05-09"", ""price_aud"": 19370.0, ""odometer_km"": 34938, ""match_quality"": 0.62}]",13760.0,3283.0,,2025-06-17
Volkswagen,Golf,R-Line,2024,24284,small,none,good,none,replace,2,current,21110.0,23810.0,"[{""sold_at"": ""2025-06-09"", ""price_aud"": 22980.0, ""odometer_km"": 26964, ""match_quality"": 0.69}, {""sold_at"": ""2025-04-09"", ""price_aud"": 22470.0, ""odometer_km"": 18811, ""match_quality"": 0.65}, {""sold_at"": ""2025-03-17"", ""price_aud"": 23020.0, ""odometer_km"": 26029, ""match_quality"": 0.97}]",18400.0,2088.0,,2025-08-07
Volkswagen,Golf,110TSI,2024,33538,small,full,excellent,none,worn,2,current,20880.0,23540.0,"[{""sold_at"": ""2025-09-29"", ""price_aud"": 23930.0, ""odometer_km"": 37954, ""match_quality"": 0.72}, {""sold_at"": ""2025-08-02"", ""price_aud"": 20750.0, ""odometer_km"": 30216, ""match_quality"": 0.61}, {""sold_at"": ""2025-10-02"", ""price_aud"": 20450.0, ""odometer_km"": 31677, ""match_quality"": 0.65}, {""sold_at"": ""2025-11-08"", ""price_aud"": 21120.0, ""odometer_km"": 36258, ""match_quality"": 0.67}, {""sold_at"": ""2025-09-02"", ""price_aud"": 20460.0, ""odometer_km"": 26823, ""match_quality"": 0.81}]",16140.0,630.0,25590.0,2025-12-08
Ford,Focus,ST-Line,2024,21311,small,partial,good,none,new,1,current,17060.0,19240.0,"[{""sold_at"": ""2025-12-01"", ""price_aud"": 19410.0, ""odometer_km"": 24110, ""match_quality"": 0.8}, {""sold_at"": ""2025-12-11"", ""price_aud"": 17970.0, ""odometer_km"": 24954, ""match_quality"": 0.81}, {""sold_at"": ""2025-08-18"", ""price_aud"": 17430.0, ""odometer_km"": 20314, ""match_quality"": 0.8}, {""sold_at"": ""2025-10-20"", ""price_aud"": 17890.0, ""odometer_km"": 21227, ""match_quality"": 0.77}, {""sold_at"": ""2025-09-02"", ""price_aud"": 18750.0, ""odometer_km"": 16312, ""match_quality"": 0.88}]",13210.0,2222.0,20310.0,2025-12-16
Honda,CR-V,VTi,2017,141824,suv,partial,poor,WL:check engine light,good,2,unregistered,10730.0,12090.0,"[{""sold_at"": ""2025-04-01"", ""price_aud"": 12300.0, ""odometer_km"": 145096, ""match_quality"": 0.71}, {""sold_at"": ""2025-03-01"", ""price_aud"": 11210.0, ""odometer_km"": 124196, ""match_quality"": 0.72}, {""sold_at"": ""2025-02-05"", ""price_aud"": 10690.0, ""odometer_km"": 148251, ""match_quality"": 0.69}, {""sold_at"": ""2024-11-23"", ""price_aud"": 12420.0, ""odometer_km"": 149182, ""match_quality"": 0.7}, {""sold_at"": ""2025-02-18"", ""price_aud"": 10370.0, ""odometer_km"": 155107, ""match_quality"": 0.81}]",7550.0,2450.0,,2025-04-15
Nissan,X-Trail,ST,2025,21318,suv,full,good,none,replace,2,current,25960.0,29280.0,"[{""sold_at"": ""2025-07-19"", ""price_aud"": 29830.0, ""odometer_km"": 24420, ""match_quality"": 0.97}, {""sold_at"": ""2025-04-13"", ""price_aud"": 29560.0, ""odometer_km"": 22983, ""match_quality"": 0.73}, {""sold_at"": ""2025-06-05"", ""price_aud"": 28310.0, ""odometer_km"": 21116, ""match_quality"": 0.71}, {""sold_at"": ""2025-03-19"", ""price_aud"": 27650.0, ""odometer_km"": 22040, ""match_quality"": 0.9}]",22090.0,1004.0,33090.0,2025-08-03
Honda,Civic,VTi-S,2017,113067,small,full,excellent,none,good,2,current,8960.0,10100.0,"[{""sold_at"": ""2025-04-08"", ""price_aud"": 9080.0, ""odometer_km"": 100393, ""match_quality"": 0.75}, {""sold_at"": ""2025-07-13"", ""price_aud"": 10180.0, ""odometer_km"": 102364, ""match_quality"": 0.85}, {""sold_at"": ""2025-04-23"", ""price_aud"": 10380.0, ""odometer_km"": 98095, ""match_quality"": 1.0}]",6700.0,437.0,10480.0,2025-08-17
Honda,CR-V,Vi,2016,129108,suv,full,good,WL:check engine light,good,2,current,9840.0,11100.0,"[{""sold_at"": ""2026-02-24"", ""price_aud"": 10190.0, ""odometer_km"": 136261, ""match_quality"": 0.88}, {""sold_at"": ""2025-12-23"", ""price_aud"": 10400.0, ""odometer_km"": 140898, ""match_quality"": 0.73}, {""sold_at"": ""2025-12-07"", ""price_aud"": 9460.0, ""odometer_km"": 129771, ""match_quality"": 0.65}, {""sold_at"": ""2026-04-14"", ""price_aud"": 11360.0, ""odometer_km"": 98534, ""match_quality"": 0.68}, {""sold_at"": ""2025-12-30"", ""price_aud"": 11510.0, ""odometer_km"": 138116, ""match_quality"": 0.99}, {""sold_at"": ""2026-01-13"", ""price_aud"": 11430.0, ""odometer_km"": 130792, ""match_quality"": 0.6}]",7770.0,1786.0,11360.0,2026-04-24
Honda,CR-V,Vi,2020,107325,suv,partial,good,none,good,1,current,14960.0,16880.0,"[{""sold_at"": ""2025-02-19"", ""price_aud"": 15810.0, ""odometer_km"": 119591, ""match_quality"": 0.99}, {""sold_at"": ""2025-02-26"", ""price_aud"": 15450.0, ""odometer_km"": 125036, ""match_quality"": 0.96}, {""sold_at"": ""2025-03-31"", ""price_aud"": 14500.0, ""odometer_km"": 101560, ""match_quality"": 0.84}, {""sold_at"": ""2025-02-24"", ""price_aud"": 15880.0, ""odometer_km"": 117381, ""match_quality"": 0.62}]",12170.0,1452.0,,2025-06-30
Mitsubishi,Outlander,ES,2017,104557,suv,partial,good,WL:abs; rear brakes,good,2,current,10630.0,11990.0,"[{""sold_at"": ""2025-06-14"", ""price_aud"": 11430.0, ""odometer_km"": 114927, ""match_quality"": 0.98}, {""sold_at"": ""2025-07-08"", ""price_aud"": 12260.0, ""odometer_km"": 118271, ""match_quality"": 0.76}, {""sold_at"": ""2025-08-22"", ""price_aud"": 11280.0, ""odometer_km"": 105183, ""match_quality"": 0.88}]",6610.0,3371.0,13550.0,2025-11-11
Mercedes-Benz,C-Class,C300,2023,48229,prestige,full,good,none,good,2,expired,41310.0,46590.0,"[{""sold_at"": ""2026-03-03"", ""price_aud"": 42330.0, ""odometer_km"": 52313, ""match_quality"": 0.8}, {""sold_at"": ""2026-02-24"", ""price_aud"": 41230.0, ""odometer_km"": 46006, ""match_quality"": 0.99}, {""sold_at"": ""2026-04-01"", ""price_aud"": 44600.0, ""odometer_km"": 42337, ""match_quality"": 0.98}]",33430.0,409.0,52070.0,2026-04-22
Subaru,Outback,AWD,2023,46788,medium,full,fair,WL:abs; rear brakes,worn,2,current,23290.0,26270.0,"[{""sold_at"": ""2026-02-02"", ""price_aud"": 22670.0, ""odometer_km"": 56066, ""match_quality"": 0.71}, {""sold_at"": ""2026-01-19"", ""price_aud"": 27130.0, ""odometer_km"": 35521, ""match_quality"": 0.77}, {""sold_at"": ""2026-03-18"", ""price_aud"": 25190.0, ""odometer_km"": 48762, ""match_quality"": 0.67}, {""sold_at"": ""2026-05-06"", ""price_aud"": 25910.0, ""odometer_km"": 41901, ""match_quality"": 0.98}, {""sold_at"": ""2026-03-15"", ""price_aud"": 23300.0, ""odometer_km"": 47226, ""match_quality"": 0.6}, {""sold_at"": ""2026-04-08"", ""price_aud"": 26960.0, ""odometer_km"": 52845, ""match_quality"": 0.82}]",15250.0,4684.0,28560.0,2026-06-05
Holden,Commodore,Evoke,2016,177274,large,full,excellent,WL:check engine light,good,2,current,8810.0,9930.0,"[{""sold_at"": ""2026-01-06"", ""price_aud"": 10090.0, ""odometer_km"": 157387, ""match_quality"": 0.89}, {""sold_at"": ""2025-12-24"", ""price_aud"": 8870.0, ""odometer_km"": 198912, ""match_quality"": 0.66}, {""sold_at"": ""2026-01-18"", ""price_aud"": 9200.0, ""odometer_km"": 196361, ""match_quality"": 0.6}, {""sold_at"": ""2025-10-13"", ""price_aud"": 8990.0, ""odometer_km"": 137537, ""match_quality"": 0.78}, {""sold_at"": ""2025-10-16"", ""price_aud"": 9610.0, ""odometer_km"": 147896, ""match_quality"": 0.75}]",6190.0,943.0,10700.0,2026-02-06
